15986.92177,130215.54856,1101.96173,   0.00000,14410.26883,   0.00000
15207.07193,124897.06951,1085.00848,   0.00000,13736.98232,   0.00000
13766.04505,115044.80504,1085.00848,   0.00000,11881.81158,   0.00000
12681.03657,105061.75829,1068.05522,   0.00000,10658.75515,   0.00000
11409.54226,97171.22790,1000.24219,   0.00000,9622.18455,   0.00000
10494.06636,89019.13296,1000.24219,   0.00000,8961.00751,   0.00000
9171.71228,82305.64301, 881.56939,   0.00000,8062.48486,   0.00000
7866.31146,73674.01308, 864.61613,   0.00000,7038.02373,   0.00000
7086.46161,65914.26496, 813.75636,   0.00000,6345.36207,   0.00000
5899.73359,59375.15137, 610.31727,   0.00000,6076.53185,   0.00000
5458.94890,55233.71276, 610.31727,   0.00000,5495.27731,   0.00000
4560.42625,51092.27416, 610.31727,   0.00000,5032.69557,   0.00000
3831.43618,45425.04238, 576.41075,   0.00000,4720.27125,   0.00000
3288.93194,40106.56333, 525.55098,   0.00000,4214.09542,   0.00000
2780.33422,35529.18382, 525.55098,   0.00000,3782.99830,   0.00000
2339.54953,31038.99249, 508.59772,   0.00000,3308.30710,   0.00000
1949.62461,27420.68297, 491.64447,   0.00000,3146.04020,   0.00000
1746.18552,24412.69072, 491.64447,   0.00000,2908.69460,   0.00000
1525.79317,22015.01574, 508.59772,   0.00000,2714.94309,   0.00000
1390.16711,18963.42940, 610.31727, 118.67280,2714.94309,   0.00000
1152.82151,16434.97215, 593.36401, 162.26689,2877.20998,   0.00000
 932.42916,14604.02034, 593.36401, 237.34560,2814.24074,   0.00000
 898.52264,13209.00945, 678.13030, 280.93969,2632.59869,   0.00000
 830.70961,11988.37491, 762.89659, 474.69121,2569.62945, 605.47348
 830.70961,10462.58174,1000.24219, 649.06757,3112.13369, 605.47348
 745.94333,9372.72947,1152.82151, 898.52264,3005.57036,   0.00000
 830.70961,9416.32357,1322.35408,1092.27416,3116.97748,   0.00000
 847.66287,7890.53039,1627.51271,1179.46234,3216.27513,   0.00000
1034.14870,7367.40131,1864.85832,2097.36014,4063.93800,   0.00000
1186.72802,7105.83676,1864.85832,2228.14241,4606.44224, 605.47348
1424.07363,6931.46040,2220.87673,2153.06370,5478.32405, 605.47348
1644.46597,6277.54904,2644.70816,2358.92468,6250.90821,1210.94696
1763.13877,6408.33132,2915.96028,2782.75612,8452.40978,1816.42044
2034.39089,6451.92541,2966.82005,3032.21119,9486.55849,1210.94696
2492.12884,6233.95495,3102.44611,3238.07217,11300.55704,1210.94696
2797.28748,6364.73722,3187.21240,3325.26035,12460.64422,2421.89392
3729.71664,7236.61904,3509.32429,3531.12134,15054.49261,4843.78784
4204.40785,7803.34221,3560.18406,3661.90361,15316.05716,6054.73480
5340.27610,7846.93630,3627.99709,3674.01308,16967.78881,4238.31436
6459.19109,8936.78857,3560.18406,3492.37103,18675.22403,5449.26132
7764.59191,9721.48220,3526.27755,3567.44975,21770.40446,5449.26132
10036.32841,11988.37491,3458.46452,3480.26156,22637.44248,3027.36740
12019.85953,13252.60354,3458.46452,3199.32187,25056.91451,3027.36740
13460.88641,14080.89126,3458.46452,3037.05498,24756.59966,4843.78784
16258.17389,17960.76532,3661.90361,3005.57036,27556.30903,6054.73480
17614.43449,20358.44030,3797.52967,2799.70937,29784.45144,6054.73480
19445.38629,25502.54299,3661.90361,2581.73892,32448.53475,7871.15524
20988.13272,27769.43570,3492.37103,2419.47203,34090.57883,8476.62872
24989.10148,34264.95519,3339.79172,2269.31460,36272.70526,7871.15524
27803.34221,38319.20562,3204.16566,2007.75006,36858.80358,7265.68176
