1463.05051,25663.10027,1136.47674, 240.73153,8632.74446,   0.00000
1985.56855,29358.04927,1123.41378, 240.73153,7931.07738,   0.00000
2586.46429,34161.48296,1110.35083, 207.14108,7406.69321,   0.00000
3331.05250,40812.39114,1031.97313, 207.14108,6872.97835,   0.00000
4415.27743,47597.66111, 914.40657, 207.14108,6357.92486,   0.00000
5669.32073,54752.42598, 849.09181, 173.55063,5824.21000,   0.00000
7406.69321,63519.53222, 836.02886, 173.55063,5318.48719,   0.00000
9483.70241,72857.67604, 783.77706, 173.55063,4934.06320,   0.00000
12109.35556,83808.16123, 744.58821, 173.55063,4409.67902,   0.00000
14669.69395,96639.71137, 705.39935, 173.55063,3976.73551,   0.00000
17073.27693,111419.50734, 627.02165, 173.55063,3577.38243,   0.00000
19868.74844,127207.01667, 587.83279, 173.55063,3211.61981,   0.00000
23147.54914,144875.59094, 561.70689, 173.55063,2970.88828,   0.00000
26426.34984,162275.44165, 535.58099, 173.55063,2677.90495,   0.00000
30410.54989,178230.90321, 561.70689, 231.40085,2586.46429,   0.00000
34590.69420,199896.74048, 600.89575, 231.40085,2056.48171,   0.00000
38783.90147,220353.32172, 640.08460, 264.99129,1825.08087,   0.00000
43617.19333,243362.77681, 718.46230, 207.14108,1724.30953,   0.00000
48189.22618,263281.91092, 849.09181, 149.29087,1575.01866,   0.00000
52330.18164,288273.20229, 940.53247, 182.88131,1690.71908,   0.00000
56797.71087,306479.22369,1162.60264, 375.09331,1858.67131, 466.53396
61382.80667,326935.80493,1345.48395, 475.86464,1993.03309, 466.53396
65419.25852,337449.61433,1711.24658, 903.20975,2362.52799, 466.53396
69312.01791,357435.92934,2220.70167,1119.68151,2506.22045, 466.53396
71598.03434,362239.36303,3252.67479,1690.71908,3439.28838, 466.53396
75268.72356,379034.58572,3814.38169,2218.83553,3890.89326,   0.00000
77254.29211,389145.30978,4428.34038,2871.98308,4260.38816,   0.00000
76666.45932,379907.93730,5499.50236,3207.88753,4413.41130,   0.00000
73557.47698,348601.64220,7027.86763,4504.85195,5182.25927, 466.53396
73217.84026,333385.17044,8099.02961,4990.04728,5421.12466, 466.53396
63956.20801,276079.87061,9483.70241,6018.28813,6285.14556,1399.60189
57685.99154,246285.14556,10724.68276,7537.32272,7380.56731, 933.06793
51768.47474,220319.73128,12801.69196,8776.43692,9177.65613, 933.06793
47091.93829,193581.73675,13624.65788,9300.82110,9748.69370, 933.06793
42036.57626,164190.09704,14891.76412,9896.11844,10603.38393,1399.60189
40678.02936,154818.36278,15649.41528,10582.85643,10756.40707,2332.66982
34355.56108,127811.64469,16354.81463,11866.75790,12154.14282,2332.66982
33597.90993,123444.88679,16655.26250,11909.67902,12630.00746,1399.60189
32931.69943,116626.02637,17034.08808,12370.61458,13716.09853,1866.13585
31599.27843,104533.46604,17216.96940,12322.09505,13926.97188,2799.20378
27001.11968,85118.18860,17203.90644,12818.48719,15108.23588,6998.00946
26230.40557,81524.01095,17034.08808,12559.09430,14766.73302,6064.94153
24244.83702,71211.74421,16877.33267,12693.45608,15330.30605,6064.94153
23565.56357,69229.90794,16459.31824,12232.52053,15192.21199,6064.94153
20717.84026,57036.57626,16289.49988,12006.71809,15423.61284,5131.87360
20600.27370,55827.32023,15740.85593,11109.10674,14639.83578,2332.66982
19320.10450,49982.58273,15296.71560,10190.96790,14845.11072,2799.20378
18941.27893,50016.17318,14630.50510,9504.22991,14514.80468,4198.80567
17282.28415,45414.28216,14225.55362,9287.75815,15091.44066,3265.73775
17347.59891,46119.68151,13650.78378,8128.88778,15259.39288,5131.87360
16733.64021,41954.46629,13154.39164,7677.28291,15836.02886,5131.87360
16668.32545,41517.79050,12697.18836,7317.11869,15543.04553,4198.80567
15231.40085,37251.80393,12318.36278,6956.95447,17052.74944,5598.40756
15466.53396,36311.27146,11560.71162,6135.85469,16815.75019,5598.40756
14682.75690,32448.37024,11129.63424,5977.23314,17537.94476,4665.33964
14669.69395,33187.36004,10620.17915,5717.84026,17702.16472,1866.13585
13062.95098,29526.00149,10385.04603,5549.88803,18187.36004,2799.20378
13258.89525,29257.27793,9927.84275,5415.52625,17577.13362,4198.80567
12017.91490,25831.05250,9601.26897,5174.79473,17562.20453,4665.33964
11665.21523,24285.89201,9170.19159,4823.96118,16491.04255,3732.27171
9836.40209,21800.19905,8699.92535,4616.82010,17006.09604,4665.33964
9679.64668,22774.32197,8099.02961,4424.60811,16295.09828,4198.80567
9287.75815,20893.25703,7667.95223,3948.74347,16386.53894,3732.27171
9300.82110,20120.67679,7276.06370,3790.12192,16449.98756,4665.33964
8347.22568,18239.61184,6923.36402,3439.28838,17308.41005,6064.94153
8543.16994,18508.33541,6426.97188,2829.06196,16910.92312,6531.47549
8099.02961,17467.03160,5865.26499,2651.77905,16916.52152,6064.94153
7942.27420,17735.75516,5486.43941,2300.94551,16985.56855,4665.33964
7001.74173,15216.47176,4911.66957,2258.02438,17254.29211,3732.27171
7106.24533,15585.96666,4363.02563,1922.11993,17407.31525,2332.66982
6557.60139,12999.50236,4049.51480,1869.86813,19252.92361,2799.20378
6048.14631,12865.14058,3801.31874,1735.50634,20085.22020,3265.73775
5251.30630,10816.12341,3605.37447,1384.67280,21147.05151,4198.80567
4558.96989,9875.59094,3383.30430,1317.49191,20900.72157,4665.33964
3722.94103,8162.47823,3278.80070,1192.46081,22087.58398,5131.87360
3317.98955,7625.03110,3174.29709,1183.13013,21770.34088,3732.27171
2286.01642,7020.40309,3030.60463,1091.68947,22783.65265,2332.66982
